id,Predicted
test_0_val_error,0.5821614440773024
test_0_train_error,0.729036653191075
test_1_val_error,0.4109604213304443
test_1_train_error,0.3100401800906644
test_2_val_error,0.5076446856299613
test_2_train_error,0.6562183734822281
test_3_val_error,0.6496863177365014
test_3_train_error,0.8030667493472989
test_4_val_error,0.591780007693233
test_4_train_error,0.7461844319615624
test_5_val_error,0.5051217710009025
test_5_train_error,0.5482466482947002
test_6_val_error,0.6814375977628992
test_6_train_error,0.8368575691095874
test_7_val_error,0.40176009356148223
test_7_train_error,0.2776289414758357
test_8_val_error,0.6193649429220074
test_8_train_error,0.7873150424547152
test_9_val_error,0.31018089886020567
test_9_train_error,0.2480561188453116
test_10_val_error,0.4411741072338106
test_10_train_error,0.37150111600062624
test_11_val_error,0.3808911735788103
test_11_train_error,0.2106803526840877
test_12_val_error,0.3902685271264317
test_12_train_error,0.24385902376375518
test_13_val_error,0.4792941030348945
test_13_train_error,0.4990663931516729
test_14_val_error,0.41206868149391784
test_14_train_error,0.26445878134767525
test_15_val_error,0.48469999802332264
test_15_train_error,0.45822338251662625
test_16_val_error,0.41556323933195566
test_16_train_error,0.27321132962952843
test_17_val_error,0.42319786501661616
test_17_train_error,0.2835252225982072
test_18_val_error,0.3714808635885865
test_18_train_error,0.21164168117725024
test_19_val_error,0.40891648915108253
test_19_train_error,0.3100401800906644
test_20_val_error,0.3722600561337132
test_20_train_error,0.21164168117725024
test_21_val_error,0.3965114262551085
test_21_train_error,0.20198057707139147
test_22_val_error,0.5920757442864012
test_22_train_error,0.7439342989587755
test_23_val_error,0.28289345928613446
test_23_train_error,0.25627528761958157
test_24_val_error,0.5059710085078101
test_24_train_error,0.648740090201708
test_25_val_error,0.4611986899008962
test_25_train_error,0.381744249896544
test_26_val_error,0.6380522962106507
test_26_train_error,0.7707218575994969
test_27_val_error,0.3529139365993079
test_27_train_error,0.19622011306350784
test_28_val_error,0.4130182790667079
test_28_train_error,0.2789190209682552
test_29_val_error,0.33526055860389903
test_29_train_error,0.23428641339205108
test_30_val_error,0.682317082772647
test_30_train_error,0.8136578067557912
test_31_val_error,0.3605750355744264
test_31_train_error,0.2742761032439198
test_32_val_error,0.6450539723802025
test_32_train_error,0.8030667493472989
test_33_val_error,0.4219710504829137
test_33_train_error,0.26698994569754264
test_34_val_error,0.4329886744502275
test_34_train_error,0.33523809776623753
test_35_val_error,0.5822862855063389
test_35_train_error,0.7387061486810422
test_36_val_error,0.5043147430734347
test_36_train_error,0.5649796923386406
test_37_val_error,0.5837668943878233
test_37_train_error,0.7251148609011815
test_38_val_error,0.4676118732862754
test_38_train_error,0.5327191242910548
test_39_val_error,0.4080431671699895
test_39_train_error,0.2740803084793972
test_40_val_error,0.6038903244019486
test_40_train_error,0.7387061486810422
test_41_val_error,0.6018848776909433
test_41_train_error,0.7916816169342401
test_42_val_error,0.677177817842757
test_42_train_error,0.8097360144658977
test_43_val_error,0.5869297290871861
test_43_train_error,0.7196791419499741
test_44_val_error,0.39990867104965666
test_44_train_error,0.3100401800906644
test_45_val_error,0.3558637643119396
test_45_train_error,0.2106803526840877
test_46_val_error,0.47995297632472655
test_46_train_error,0.45822338251662625
test_47_val_error,0.4139860631298307
test_47_train_error,0.3159364612130359
test_48_val_error,0.49000490983239275
test_48_train_error,0.45822338251662625
test_49_val_error,0.500470713722807
test_49_train_error,0.5110225424623619
test_50_val_error,0.3405535856067488
test_50_train_error,0.20446956007893327
test_51_val_error,0.6193764394063447
test_51_train_error,0.7947933257352353
test_52_val_error,0.6678537932263195
test_52_train_error,0.7912624283820702
test_53_val_error,0.512303043686103
test_53_train_error,0.6433254407557046
test_54_val_error,0.5130292823868273
test_54_train_error,0.592895684644536
test_55_val_error,0.41034773765217575
test_55_train_error,0.26316870185525576
test_56_val_error,0.4460988463113956
test_56_train_error,0.5813111656904528
test_57_val_error,0.3675237327241866
test_57_train_error,0.19622011306350784
test_58_val_error,0.621317253660811
test_58_train_error,0.7873150424547152
test_59_val_error,0.42273351593252895
test_59_train_error,0.2848153020906267
test_60_val_error,0.4581995423925091
test_60_train_error,0.4855448699783084
