id,Predicted
test_0_val_error,0.6816707800086745
test_0_train_error,0.839203218919975
test_1_val_error,0.32414811609179905
test_1_train_error,0.3522774765935202
test_2_val_error,0.6816707800086745
test_2_train_error,0.6109851691491072
test_3_val_error,0.6816707800086745
test_3_train_error,0.8444732465237655
test_4_val_error,0.6816707800086745
test_4_train_error,0.8422109582520239
test_5_val_error,0.6816707800086745
test_5_train_error,0.5028750726294934
test_6_val_error,0.6816707800086745
test_6_train_error,0.8652850424404702
test_7_val_error,0.27088663153963444
test_7_train_error,0.3646482699567411
test_8_val_error,0.6816707800086745
test_8_train_error,0.8102583051393756
test_9_val_error,0.26100819511798645
test_9_train_error,0.10728313401760173
test_10_val_error,0.581076522248465
test_10_train_error,0.327814952274118
test_11_val_error,0.26100819511798645
test_11_train_error,0.3847441483987833
test_12_val_error,0.26100819511798645
test_12_train_error,0.004947605903435845
test_13_val_error,0.6816707800086745
test_13_train_error,0.5895805474464185
test_14_val_error,0.33325772987031005
test_14_train_error,0.20214411109498273
test_15_val_error,0.6816707800086745
test_15_train_error,0.35956312457012135
test_16_val_error,0.36137875544094855
test_16_train_error,0.22462392786808222
test_17_val_error,0.4316049991865778
test_17_train_error,0.3904698902658606
test_18_val_error,0.26100819511798645
test_18_train_error,0.16519223194339086
test_19_val_error,0.2901361737896546
test_19_train_error,0.09993358640163467
test_20_val_error,0.26100819511798645
test_20_train_error,0.020215427764294747
test_21_val_error,0.2944518527740639
test_21_train_error,0.47773197041478593
test_22_val_error,0.6816707800086745
test_22_train_error,0.7289649070830556
test_23_val_error,0.26100819511798645
test_23_train_error,0.031773915028791726
test_24_val_error,0.6816707800086745
test_24_train_error,0.6277008660202499
test_25_val_error,0.6816707800086745
test_25_train_error,0.5087635866207578
test_26_val_error,0.6816707800086745
test_26_train_error,0.8069360954785779
test_27_val_error,0.26100819511798645
test_27_train_error,0.0035908578641486435
test_28_val_error,0.40710821870374614
test_28_train_error,0.06719607243646476
test_29_val_error,0.26100819511798645
test_29_train_error,0.34927251394730485
test_30_val_error,0.6816707800086745
test_30_train_error,0.8553272948302268
test_31_val_error,0.26100819511798645
test_31_train_error,0.26485547314665303
test_32_val_error,0.6816707800086745
test_32_train_error,0.7757878136390443
test_33_val_error,0.4588437176121566
test_33_train_error,0.07610860750519141
test_34_val_error,0.48611381297335543
test_34_train_error,0.06558006566042
test_35_val_error,0.6816707800086745
test_35_train_error,0.7276581747575055
test_36_val_error,0.6816707800086745
test_36_train_error,0.5439697012010452
test_37_val_error,0.6816707800086745
test_37_train_error,0.7964494539913286
test_38_val_error,0.6816707800086745
test_38_train_error,0.5331252699582303
test_39_val_error,0.3606378168551762
test_39_train_error,0.15505626392527436
test_40_val_error,0.6816707800086745
test_40_train_error,0.5970661297508308
test_41_val_error,0.6816707800086745
test_41_train_error,0.7589691817566311
test_42_val_error,0.6816707800086745
test_42_train_error,0.8604705874860115
test_43_val_error,0.6816707800086745
test_43_train_error,0.8659243890432061
test_44_val_error,0.31882860302042415
test_44_train_error,0.1486273585692054
test_45_val_error,0.26100819511798645
test_45_train_error,0.04302524766993925
test_46_val_error,0.6816707800086745
test_46_train_error,0.23022005629065215
test_47_val_error,0.42208770410864055
test_47_train_error,0.20885954353889902
test_48_val_error,0.6816707800086745
test_48_train_error,0.341649233828575
test_49_val_error,0.6816707800086745
test_49_train_error,0.610574485844305
test_50_val_error,0.26100819511798645
test_50_train_error,0.7203989009390459
test_51_val_error,0.6816707800086745
test_51_train_error,0.7996124051217068
test_52_val_error,0.6816707800086745
test_52_train_error,0.865871844226557
test_53_val_error,0.6816707800086745
test_53_train_error,0.6749384122083091
test_54_val_error,0.6816707800086745
test_54_train_error,0.5693095749363248
test_55_val_error,0.31616073444435855
test_55_train_error,0.0788302222982927
test_56_val_error,0.6222242177983935
test_56_train_error,0.5503863504978893
test_57_val_error,0.26100819511798645
test_57_train_error,0.013535909903653599
test_58_val_error,0.6816707800086745
test_58_train_error,0.8599701634245084
test_59_val_error,0.4468217596856873
test_59_train_error,0.049603177962870316
test_60_val_error,0.6816707800086745
test_60_train_error,0.3911203604748576
test_61_val_error,0.26100819511798645
test_61_train_error,0.05764402736651048
test_62_val_error,0.4027743425052323
test_62_train_error,0.3622942146131472
test_63_val_error,0.26100819511798645
test_63_train_error,0.10850477363029609
test_64_val_error,0.6816707800086745
test_64_train_error,0.6534242904599492
test_65_val_error,0.26100819511798645
test_65_train_error,0.02638470776432878
test_66_val_error,0.6816707800086745
test_66_train_error,0.6290642075923923
test_67_val_error,0.26100819511798645
test_67_train_error,0.2266936750648974
test_68_val_error,0.35077272552964406
test_68_train_error,0.12752828578451678
test_69_val_error,0.26100819511798645
test_69_train_error,0.5602660578510166
test_70_val_error,0.26100819511798645
test_70_train_error,0.277682137004686
test_71_val_error,0.381841675949145
test_71_train_error,0.20784412822528625
test_72_val_error,0.3851959245927889
test_72_train_error,0.3335436180391009
test_73_val_error,0.6816707800086745
test_73_train_error,0.5987869945302132
test_74_val_error,0.6816707800086745
test_74_train_error,0.6174794206645597
test_75_val_error,0.6816707800086745
test_75_train_error,0.6667873488771587
test_76_val_error,0.6816707800086745
test_76_train_error,0.8445736320953025
test_77_val_error,0.3760993067424404
test_77_train_error,0.576560720892844
test_78_val_error,0.26100819511798645
test_78_train_error,0.341270082343568
test_79_val_error,0.26100819511798645
test_79_train_error,0.3446529013299143
test_80_val_error,0.2583081972638408
test_80_train_error,0.22172385875355743
test_81_val_error,0.6816707800086745
test_81_train_error,0.6702535437862882
test_82_val_error,0.6816707800086745
test_82_train_error,0.7378967643020033
test_83_val_error,0.6816707800086745
test_83_train_error,0.866800618464952
test_84_val_error,0.6816707800086745
test_84_train_error,0.10087115771322376
test_85_val_error,0.28582395550934986
test_85_train_error,0.5099445137517036
test_86_val_error,0.3790958393825633
test_86_train_error,0.030580385121720143
test_87_val_error,0.26100819511798645
test_87_train_error,0.020323071134392055
test_88_val_error,0.3773798008618709
test_88_train_error,0.14851257422024158
test_89_val_error,0.6816707800086745
test_89_train_error,0.7000440626256721
test_90_val_error,0.30175222770871823
test_90_train_error,0.1425507473661691
test_91_val_error,0.26100819511798645
test_91_train_error,0.40454453198279355
test_92_val_error,0.6816707800086745
test_92_train_error,0.8093399242849754
test_93_val_error,0.322803721374375
test_93_train_error,0.3642463735226634
test_94_val_error,0.6394608712644735
test_94_train_error,0.25741295051221286
test_95_val_error,0.401865729365256
test_95_train_error,0.8125001252875715
test_96_val_error,0.32196123270193194
test_96_train_error,0.2266881100850317
test_97_val_error,0.6238348099651675
test_97_train_error,0.5398277255174914
test_98_val_error,0.6816707800086745
test_98_train_error,0.8104802616719781
test_99_val_error,0.26100819511798645
test_99_train_error,0.10493099154562277
test_100_val_error,0.26100819511798645
test_100_train_error,0.000989829387432994
test_101_val_error,0.4121148284896915
test_101_train_error,0.2870754774997591
test_102_val_error,0.445895399133891
test_102_train_error,0.20995100838053896
test_103_val_error,0.6816707800086745
test_103_train_error,0.5615113847833518
test_104_val_error,0.6816707800086745
test_104_train_error,0.37773229243049267
test_105_val_error,0.6816707800086745
test_105_train_error,0.8646518326498188
test_106_val_error,0.26100819511798645
test_106_train_error,0.08536418923072402
test_107_val_error,0.6816707800086745
test_107_train_error,0.49958064655863427
test_108_val_error,0.6816707800086745
test_108_train_error,0.8552419495359315
test_109_val_error,0.5018256791696306
test_109_train_error,0.50697846141407
test_110_val_error,0.6816707800086745
test_110_train_error,0.8474538418852311
test_111_val_error,0.32698991056451343
test_111_train_error,0.09550969086388728
test_112_val_error,0.6816707800086745
test_112_train_error,0.5060066576855
test_113_val_error,0.6816707800086745
test_113_train_error,0.5472144130007237
test_114_val_error,0.6816707800086745
test_114_train_error,0.8597330987227242
test_115_val_error,0.5865221270132723
test_115_train_error,0.09067516416478905
test_116_val_error,0.3892866174276151
test_116_train_error,0.5192161324417042
test_117_val_error,0.6816707800086745
test_117_train_error,0.7758350712537144
test_118_val_error,0.5001125284714613
test_118_train_error,0.4047728922909027
test_119_val_error,0.4768865338481484
test_119_train_error,0.08927027282705913
test_120_val_error,0.5508908988750635
test_120_train_error,0.7270429478904344
test_121_val_error,0.6816707800086745
test_121_train_error,0.8618580086469645
test_122_val_error,0.26100819511798645
test_122_train_error,0.005720009247539425
test_123_val_error,0.6816707800086745
test_123_train_error,0.7997798596924178
test_124_val_error,0.6159168927426636
test_124_train_error,0.3528992867223806
test_125_val_error,0.6816707800086745
test_125_train_error,0.5884262246393375
test_126_val_error,0.26100819511798645
test_126_train_error,0.8214536244126668
test_127_val_error,0.26544407655204433
test_127_train_error,0.3586578684334495
test_128_val_error,0.6816707800086745
test_128_train_error,0.7459931381784783
test_129_val_error,0.6816707800086745
test_129_train_error,0.3909780873981339
test_130_val_error,0.6816707800086745
test_130_train_error,0.7105745059057764
test_131_val_error,0.4336741819131784
test_131_train_error,0.36111370805210546
test_132_val_error,0.6819810268156604
test_132_train_error,0.2547031495197803
test_133_val_error,0.4698344407489875
test_133_train_error,0.2814182395711911
test_134_val_error,0.6816707800086745
test_134_train_error,0.6064530492214549
test_135_val_error,0.6816707800086745
test_135_train_error,0.6993664926632625
test_136_val_error,0.3624497611172209
test_136_train_error,0.4388138927602588
test_137_val_error,0.6816707800086745
test_137_train_error,0.8637384622068021
test_138_val_error,0.36664596293100077
test_138_train_error,0.18790503343256143
test_139_val_error,0.6816707800086745
test_139_train_error,0.8341544256098604
test_140_val_error,0.6816707800086745
test_140_train_error,0.8131842039054439
