id,Predicted
test_0_val_error,0.5867762566241096
test_0_train_error,0.8183190525937502
test_1_val_error,0.39168172792662515
test_1_train_error,0.3978341948425834
test_2_val_error,0.5057424952027116
test_2_train_error,0.6476378669927415
test_3_val_error,0.6523982048607646
test_3_train_error,0.7855706715541524
test_4_val_error,0.5708159253093068
test_4_train_error,0.8215951902102656
test_5_val_error,0.5189569911566976
test_5_train_error,0.5247338630668935
test_6_val_error,0.6691536560915817
test_6_train_error,0.8579032309754504
test_7_val_error,0.40115929702410935
test_7_train_error,0.4095728238752527
test_8_val_error,0.6234560269388868
test_8_train_error,0.7869008539858284
test_9_val_error,0.31325034621872977
test_9_train_error,0.19841543033951425
test_10_val_error,0.4453002758776692
test_10_train_error,0.4246770677934326
test_11_val_error,0.3746001505691189
test_11_train_error,0.4106964933598531
test_12_val_error,0.37418131557642215
test_12_train_error,-0.0766532891944266
test_13_val_error,0.48721533244246673
test_13_train_error,0.6294310374742035
test_14_val_error,0.4189013561629529
test_14_train_error,0.2667218949885805
test_15_val_error,0.4903665466596151
test_15_train_error,0.4488405245960738
test_16_val_error,0.4206703809635987
test_16_train_error,0.3063741274553431
test_17_val_error,0.42942587621774886
test_17_train_error,0.4374818931718374
test_18_val_error,0.3667523683383761
test_18_train_error,0.2822659833917839
test_19_val_error,0.41245055997049707
test_19_train_error,0.19048282230414942
test_20_val_error,0.3767205178955318
test_20_train_error,-0.05415359224124894
test_21_val_error,0.40529184461680673
test_21_train_error,0.48890591333243155
test_22_val_error,0.5945208576464629
test_22_train_error,0.7382940767802614
test_23_val_error,0.28493070546460436
test_23_train_error,-0.041486013490613094
test_24_val_error,0.4991392965984102
test_24_train_error,0.637581564416158
test_25_val_error,0.472607321786639
test_25_train_error,0.5270593956504102
test_26_val_error,0.6410462024104977
test_26_train_error,0.7839204936309573
test_27_val_error,0.35611255159820343
test_27_train_error,-0.11294274585916497
test_28_val_error,0.4064675511201865
test_28_train_error,-0.01913226612967528
test_29_val_error,0.32168808543590677
test_29_train_error,0.40106109275902735
test_30_val_error,0.6796426465673657
test_30_train_error,0.842419561808897
test_31_val_error,0.3752829668545876
test_31_train_error,0.26347554895412967
test_32_val_error,0.6438032852769722
test_32_train_error,0.7559073485023697
test_33_val_error,0.4343999665520057
test_33_train_error,0.11417172893469513
test_34_val_error,0.4425633217780243
test_34_train_error,-0.01806875168322608
test_35_val_error,0.5834708892919336
test_35_train_error,0.7079194923510076
test_36_val_error,0.5023146455942238
test_36_train_error,0.5262142469989735
test_37_val_error,0.5794213404044078
test_37_train_error,0.7759460214318148
test_38_val_error,0.4530571638458558
test_38_train_error,0.582194018558615
test_39_val_error,0.41629602094280527
test_39_train_error,0.2470162392356998
test_40_val_error,0.6047876069696554
test_40_train_error,0.6092045388994567
test_41_val_error,0.5937221593505335
test_41_train_error,0.7992397433819527
test_42_val_error,0.6780649567100423
test_42_train_error,0.8332840476445795
test_43_val_error,0.5826652606690836
test_43_train_error,0.8438012138056448
test_44_val_error,0.41665854302660477
test_44_train_error,0.2417075146734537
test_45_val_error,0.35907654902274255
test_45_train_error,-0.04416497107682227
test_46_val_error,0.4659277310998184
test_46_train_error,0.312284231506246
test_47_val_error,0.418667145650531
test_47_train_error,0.2786293818059252
test_48_val_error,0.5040347045154939
test_48_train_error,0.46073376215732
test_49_val_error,0.5045484938393969
test_49_train_error,0.5818032944428218
test_50_val_error,0.32509169986563824
test_50_train_error,0.6979087878594419
test_51_val_error,0.6172560201415425
test_51_train_error,0.8393422022737355
test_52_val_error,0.6715917033920427
test_52_train_error,0.8349735545347323
test_53_val_error,0.4941306404084676
test_53_train_error,0.6695382237579853
test_54_val_error,0.5197947705571372
test_54_train_error,0.5714729673745406
test_55_val_error,0.4168931533763591
test_55_train_error,0.1022503162114235
test_56_val_error,0.4470345592471584
test_56_train_error,0.5423594524150152
test_57_val_error,0.37077734330352247
test_57_train_error,-0.13732406766147742
test_58_val_error,0.6254728641293849
test_58_train_error,0.8463903207638293
test_59_val_error,0.4369815932422
test_59_train_error,-0.01713165848392484
test_60_val_error,0.4628030034105197
test_60_train_error,0.4289072073952003
test_61_val_error,0.32418042280524717
test_61_train_error,-0.040408186169724636
test_62_val_error,0.42372750914565693
test_62_train_error,0.4222389144939726
test_63_val_error,0.3427358241907079
test_63_train_error,0.16586584177840286
test_64_val_error,0.4928310514951807
test_64_train_error,0.6544797046561321
test_65_val_error,0.3580767191465319
test_65_train_error,-0.06921764123810314
test_66_val_error,0.5494575448149703
test_66_train_error,0.6607305172917852
test_67_val_error,0.3597776948588707
test_67_train_error,0.35306647749738784
test_68_val_error,0.4056543586847273
test_68_train_error,0.2137546438931226
test_69_val_error,0.3691926671115446
test_69_train_error,0.560524572413669
test_70_val_error,0.3290208330897446
test_70_train_error,0.3190575125335061
test_71_val_error,0.41469577523480067
test_71_train_error,0.28327872073347793
test_72_val_error,0.42637075244355743
test_72_train_error,0.3994821552535814
