,val_accs_40,val_accs_41,val_accs_42,val_accs_43,val_accs_44,val_accs_45,val_accs_46,val_accs_47,val_accs_48,val_accs_49,val_losses_40,val_losses_41,val_losses_42,val_losses_43,val_losses_44,val_losses_45,val_losses_46,val_losses_47,val_losses_48,val_losses_49,train_accs_40,train_accs_41,train_accs_42,train_accs_43,train_accs_44,train_accs_45,train_accs_46,train_accs_47,train_accs_48,train_accs_49,train_losses_40,train_losses_41,train_losses_42,train_losses_43,train_losses_44,train_losses_45,train_losses_46,train_losses_47,train_losses_48,train_losses_49,number_parameters,epochs,tot_flops,ReLU,LeakyReLU,SELU,Linear,Conv2d,BatchNorm1d,BatchNorm2d,Flatten,Dropout,Dropout2d,Tanh,Softmax,MaxPool2d,init_A_mu,init_b_mu,init_A_std,init_b_std,init_A_l2,init_b_l2,val_accs_diff0,val_accs_diff1,val_accs_diff2,val_accs_diff3,val_accs_diff4,val_accs_diff5,val_accs_diff6,val_losses_diff0,val_losses_diff1,val_losses_diff2,val_losses_diff3,val_losses_diff4,val_losses_diff5,val_losses_diff6,train_accs_diff0,train_accs_diff1,train_accs_diff2,train_accs_diff3,train_accs_diff4,train_accs_diff5,train_accs_diff6,train_losses_diff0,train_losses_diff1,train_losses_diff2,train_losses_diff3,train_losses_diff4,train_losses_diff5,train_losses_diff6
0,0.33984375,0.328515625,0.341015625,0.3359375,0.34296875,0.35,0.341015625,0.342578125,0.345703125,0.334375,1.80681800842285,1.80838418006897,1.8064392089843797,1.80583815574646,1.80817141532898,1.80622777938843,1.80687303543091,1.80595798492432,1.80700035095215,1.80774626731873,0.142977595329285,0.144431531429291,0.142070293426514,0.146436810493469,0.145832896232605,0.141101956367493,0.141243755817413,0.145105183124542,0.143232226371765,0.142896950244904,2.27331554618749,2.2731330557303,2.2732729776339102,2.27312297170812,2.2731810645623596,2.27308946847916,2.27340881391005,2.2728996656157796,2.27333264459263,2.27321361140771,833577,590,1781446.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,0.6048902516195085,-1.6646249305340461,1.639700472354889,2.1387830728199333,218.02144813537598,10.672789715230465,0.0073102678571428615,5.5803571428568256e-05,-0.0016741071428571428,0.0006696428571428588,-0.0012834821428571413,0.0018973214285714238,-0.0009486607142857159,-0.0048733915601457045,9.952953883567745e-05,-0.00027456964765283843,0.00022775105067715122,-0.00013216563633571582,-8.512905665718813e-05,0.00018672261919288374,-0.021082702704838287,0.0005825757980345689,0.00017837967191428844,-0.00015406949179514303,-4.21149390084284e-05,-0.000425151416233572,0.00011809383119857195,0.06264385402976713,-0.0007909575066014085,-0.00014272603121571033,-3.0021388810030913e-05,-6.244708965428915e-05,1.7340694155773155e-05,-8.480889457183696e-06
1,0.62578125,0.616015625,0.63984375,0.62421875,0.636328125,0.619921875,0.62578125,0.640234375,0.630859375,0.637109375,1.25238127708435,1.25055730342865,1.2442491292953501,1.23957979679108,1.24259068965912,1.25092649459839,1.24936783313751,1.23886878490448,1.24403431415558,1.23602688312531,0.295634031295776,0.296166300773621,0.298627197742462,0.300676882266998,0.30098021030426,0.29694664478302,0.29607754945755,0.298679769039154,0.300125539302826,0.300993800163269,1.92357341267846,1.92018642344258,1.91620009460232,1.91774297302419,1.91138123111291,1.91958985139023,1.91953102160584,1.9171309457583898,1.90802682123401,1.91339297999035,55687,556,1603908.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.5649446800816804,-1.4530559396371245,1.2048371117562056,1.533830676227808,62.59916466474533,11.77344986051321,0.04575892857142857,0.004185267857142857,-0.00044642857142856193,-0.00027901785714285713,0.0031249999999999967,0.00022321428571428888,-0.0003906250000000095,-0.06999491282871714,-0.008865434782845722,-0.006272520337785708,0.0002894946507042854,-0.00477083410535571,-0.0014890432357785549,-0.0011746065957200116,-0.0017483149256025676,0.0012405599866595698,0.0013727290289742844,0.0002744027546472881,8.91174588885657e-05,0.0006959268024988585,0.0003380860601152851,0.019021051038395718,-0.005907845768061438,-0.0031811231142514335,-0.0017186120733042756,-0.0005376118344143167,-0.0024206862821213792,-0.0004010163731385915
2,0.605078125,0.611328125,0.596875,0.57421875,0.584765625,0.602734375,0.59609375,0.591015625,0.59375,0.599609375,1.21742208003998,1.21116745471954,1.23617742061615,1.31116583347321,1.26344969272614,1.19594883918762,1.24564599990845,1.25936827659607,1.27769093513489,1.26878089904785,0.65917307138443,0.658851027488709,0.665010631084442,0.667850732803345,0.670797228813171,0.67386394739151,0.678176701068878,0.676120758056641,0.681475520133972,0.681342005729675,0.94762881371108,0.952411251989278,0.935966465283524,0.925001052292911,0.918706790290096,0.914363906464794,0.898190591145646,0.903883243148977,0.891139434819872,0.883375799791379,926455,556,2102105.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0997364190407097,0.391192177310586,3.7476586550474167,4.0642145574092865,246.09045612812042,26.73730432987213,0.04520089285714286,0.0003906249999999937,0.0013392857142857176,-0.0031249999999999967,0.0017857142857142794,-0.0006696428571428508,0.0003906249999999937,-0.10752493653978713,-0.0006919418062471776,0.002311342103140022,0.007545263426644284,0.000870469638280001,0.0068019526345385805,0.004657639775957139,0.03285709108625142,0.006823812212262866,0.004604560988289842,0.003661564418247863,0.003280350140162861,0.003372354166848287,0.0023330535207475617,-0.0722462432338057,-0.01874706884483143,-0.01294755761499571,-0.011035295082377137,-0.009348705217435724,-0.009360075480752286,-0.007512952213163567
3,0.616015625,0.6265625,0.61328125,0.6203125,0.628515625,0.61015625,0.6171875,0.6203125,0.644140625,0.6234375,1.54915697574615,1.53962643146515,1.54979531764984,1.5438526391983,1.53940808773041,1.55426902770996,1.54808583259583,1.5446328163147,1.52474133968353,1.54589262008667,0.697906136512756,0.699406385421753,0.7028126716613771,0.705078125,0.706599414348602,0.712288618087769,0.712982892990112,0.715296983718872,0.718260169029236,0.718642950057983,1.77367738295685,1.77096610448577,1.76831839978695,1.76591532474214,1.76427667520263,1.75914149392735,1.75809837471355,1.75546341999011,1.7529698854142999,1.75057022409006,873224,550,9722640.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.2786575108766556,-0.8390109967440367,2.507519632577896,1.712026122957468,273.9338014125824,10.719261676073074,0.043973214285714275,0.0025111607142857145,0.0012834821428571491,-0.002901785714285708,0.0027901785714285715,-0.002678571428571435,0.001450892857142854,-0.03835906301226001,-0.0031812667846685522,-0.0016089882169442976,0.002256952013288555,-0.002224932398115704,0.0015666246414185775,-0.0005575282233099951,0.029965996742248566,0.009596015725817,0.006914368697575145,0.004743976252419576,0.0035664268902370067,0.003204311643328001,0.00226146834237227,0.018749193324671416,-0.010135205728667154,-0.006969409716592846,-0.005009430182445707,-0.003652214616924284,-0.003329586286048577,-0.002535453670984289
4,0.440234375,0.44921875,0.452734375,0.45390625,0.45703125,0.4390625,0.427734375,0.433203125,0.43671875,0.452734375,1.57200925350189,1.56249971389771,1.56318707466125,1.55749025344849,1.5646500825882,1.56442155838013,1.5642874956131003,1.5614066839218101,1.55595507621765,1.56697025299072,0.203961789608002,0.201303482055664,0.206793665885925,0.203500390052795,0.205254077911377,0.203730463981628,0.205226123332977,0.198798596858978,0.205398201942444,0.20602822303772,2.06349956311963,2.06343578073111,2.05988556688482,2.06126040626656,2.05989673869176,2.06191566586494,2.06080237301913,2.06166368451985,2.05520088970661,2.0566670975901897,106291,404,224535.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.5045043756908854,2.279731190414168,0.9605651581659913,5.659335319884121,87.48256416618824,60.20951369963586,0.020926339285714284,-0.0023437500000000016,0.0030691964285714285,0.001004464285714284,-0.00390625,0.005747767857142864,0.0,-0.051621593747820035,-0.001360978399004255,-0.00017911366053995664,-0.0014729601996286146,0.001220287595475687,-0.002063628605434266,0.0005404540470671357,-0.013339473520006426,0.0013597692762102875,4.962512425013951e-05,0.0006436961037771448,0.0005963018962315705,0.00027667624609799865,-0.00010934897831499765,0.01988234101951861,-0.00213689231253289,-0.0009980224943771457,-0.001490948262152855,-0.0004864772418885975,-0.0006521170015456919,-0.0004597813278043158
5,0.706640625,0.713671875,0.734375,0.72578125,0.7171875,0.721875,0.71953125,0.741796875,0.71796875,0.736328125,0.825415730476379,0.801662147045136,0.785124480724335,0.788109052181244,0.81358836889267,0.809914827346802,0.807347702980042,0.764570653438568,0.819033873081207,0.7745974183082579,0.633755207061768,0.637122929096222,0.638622760772705,0.636105060577393,0.63953161239624,0.643243551254273,0.643842816352844,0.64218407869339,0.643432021141052,0.641448497772217,1.04728775268251,1.04263184964657,1.03751093691046,1.03506859391928,1.03327014297247,1.02544399079951,1.02741279927167,1.02821930972013,1.02687018635598,1.0260020440275,71342,556,6741816.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.3605929252225906,-0.4314577952027321,1.5025337114930153,1.8330173566937447,83.9523766040802,9.147071659564972,0.053069196428571434,0.008203124999999993,0.0006696428571428508,-0.0005022321428571301,0.0025111607142857145,0.0017857142857142794,0.00027901785714285713,-0.13379490375518802,-0.01736042499542242,-0.0029773150171551466,-0.005441234792981848,0.0006239567484174202,-0.0025089195796421343,-0.0015038660594395928,0.034495759010315,0.00819104058401914,0.0047140972954887094,0.002531630652291434,0.0017041989735194299,0.0008674178804669903,0.0004036767142160074,-0.07569961458831569,-0.023226194180451434,-0.011261520254147126,-0.005950005604075738,-0.005232001376617136,-0.002727586437354284,-0.0016441275547085838
6,0.512109375,0.5328125,0.52890625,0.5109375,0.518359375,0.528125,0.51953125,0.50625,0.52109375,0.523828125,1.39291501045227,1.36976773738861,1.36936213970184,1.3743736743927,1.38701269626617,1.36541700363159,1.35883955955505,1.36433279514313,1.35982935428619,1.35728266239166,0.343273341655731,0.344138205051422,0.342346668243408,0.350525557994843,0.343801021575928,0.345363140106201,0.34704452753067,0.349563419818878,0.34766286611557,0.350899398326874,1.81339832327583,1.8123005127364902,1.81791926378554,1.80264239284125,1.8063802448186,1.80956882915714,1.80287065695633,1.80393800274892,1.80406535349109,1.79679147763686,108388,438,228790.0,0.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.5888029977941187,-0.3878649743855931,0.7435227334499359,3.9066784102469683,82.26934909820557,25.49525734782219,0.028069196428571436,0.0020647321428571364,0.0027343750000000033,-0.0027343750000000033,0.004352678571428578,0.00027901785714285713,-0.0007254464285714349,-0.07268337522234287,-0.005474134853908559,-0.004909297398158596,0.001033980505807148,-0.0019459486007685608,-0.002702355384827136,-0.0017256396157399997,0.002139498506273572,0.0025961569377354293,0.0016128165381295659,0.001043915748596144,0.0015111310141427176,0.0005500231470379956,0.0012218185833522885,-0.003651905640378602,-0.005285324794905685,-0.00529634681615002,-0.0031660576532414214,-0.00222141189234572,-0.0015426334235571573,-0.0030182551640971183
7,0.56484375,0.568359375,0.543359375,0.5640625,0.5578125,0.548828125,0.551953125,0.55703125,0.5578125,0.555078125,1.23346185684204,1.22211792469025,1.2695431470871,1.22912194728851,1.24934666156769,1.25105409622192,1.2568555831909198,1.2468208789825401,1.2270210981369,1.23000380992889,0.45789760351181,0.460391581058502,0.458777189254761,0.462038993835449,0.463635087013245,0.46578449010849,0.465260744094849,0.465453922748566,0.46352803707122797,0.463934898376465,1.530111360279,1.52706329389052,1.52611455863172,1.51712192053145,1.51491240615195,1.5130459842356798,1.5140212408521,1.51264444670894,1.51405754820867,1.51175826923414,723618,404,1680056.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,3.3563618277548812,0.18801404209807515,2.083019112236798,3.1875571459531784,188.8984214067459,20.46496221423149,0.03549107142857143,0.000948660714285708,0.0006696428571428667,0.002399553571428562,0.0010044642857142921,-0.002176339285714289,0.0016741071428571428,-0.07280055114201144,-0.007786560058594271,-0.0020986250468657225,-0.00445283821650858,-0.003606302397592837,0.0035262959344056926,-0.005648476736887144,0.018040159770420568,0.0039270520210267145,0.002092191151210145,0.0017411368233817123,0.0011136191231864315,-0.00010223899568828632,0.0007368155888148557,-0.027267128616185694,-0.010523393363147162,-0.0055373461989614335,-0.00411619342766713,-0.0031696269651514237,-0.0016250687760200094,-0.0020508984853685624
8,0.547265625,0.554296875,0.55859375,0.562890625,0.555078125,0.561328125,0.558984375,0.5578125,0.57109375,0.561328125,1.27236444950104,1.24920196533203,1.23651640415192,1.23994801044464,1.25628042221069,1.22532148361206,1.26254086494446,1.25684702396393,1.2302497625351,1.23876051902771,0.422070026397705,0.42437869310379,0.42376774549484303,0.42967772483825695,0.42914354801178,0.424377143383026,0.426310002803803,0.428936362266541,0.427667021751404,0.426344692707062,1.67183743959123,1.67348339882764,1.66693454574455,1.66091081364588,1.66245323419571,1.66510246965018,1.66376089778813,1.65777031535452,1.66047787937251,1.66149821471084,816928,550,8416317.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.146579753840342,11.247548363171518,2.6690937280654907,10.737088669091463,244.18953943252563,84.42660155892372,0.03800223214285714,0.0017299107142857112,-0.0006138392857142826,0.0011160714285714285,0.002008928571428568,-0.0012276785714285651,0.0003906249999999937,-0.08201510565621573,-0.0012584073202942683,-0.000897540364947158,-0.0013142449515214213,-0.0034205266407557134,-0.002490353584288555,0.00032058783939855777,0.016491070815495144,0.0028003539357865687,0.0005870716912405673,0.0008849416460309947,0.0007447174617222932,0.0004140223775591486,0.0003681353160312801,-0.015936718513439998,-0.005993190717387131,-0.002273532283770014,-0.002294701608745723,-0.0019441376645842493,-0.002145990729331463,-0.000776618719101428
9,0.60859375,0.598828125,0.6125,0.61640625,0.590234375,0.61171875,0.5890625,0.59375,0.595703125,0.607421875,1.1683249235153201,1.24436917304993,1.20230696201324,1.19377887248993,1.24989321231842,1.22339518070221,1.28226373195648,1.2616331577301,1.24850535392761,1.21951513290405,0.660712659358978,0.66255521774292,0.664675354957581,0.668727993965149,0.672362923622131,0.673905611038208,0.672762393951416,0.677972316741943,0.682419419288635,0.6832012534141539,0.959231252697381,0.951042669063265,0.944282435558059,0.931645587764003,0.926437554711645,0.92006789283319,0.915979426692833,0.91078864579851,0.897131063044071,0.889284391294826,782593,438,1709806.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.021459964162204,0.8638587952591479,1.3855840116739273,2.110509902238846,233.93255817890167,19.706773839890957,0.04732142857142857,-0.0007812500000000032,0.0009486607142857238,0.0006696428571428508,-0.001450892857142854,0.0007812500000000032,-0.0007254464285714349,-0.11736318383897999,0.0014635801315299815,0.001319667271205725,0.0025220802852085533,0.005995144162860003,0.002124578612190017,0.0024583101272585483,0.034695908001491006,0.006849680628095434,0.0044922658375329905,0.0031988024711609997,0.0031661561557224343,0.002762862614222999,0.0026465569223675617,-0.08480111790167857,-0.018888138524897125,-0.012224304405125721,-0.010686891129265717,-0.009197945428358436,-0.007815976615076001,-0.007856863466176154
