id,Predicted
test_0_val_error,0.5308002233505249
test_0_train_error,0.8399356603622437
test_1_val_error,0.39347904920578003
test_1_train_error,0.36408567428588867
test_2_val_error,0.480554461479187
test_2_train_error,0.5989407300949097
test_3_val_error,0.6276914477348328
test_3_train_error,0.8262229561805725
test_4_val_error,0.5840373039245605
test_4_train_error,0.8378139734268188
test_5_val_error,0.5184008479118347
test_5_train_error,0.5514881014823914
test_6_val_error,0.6803269982337952
test_6_train_error,0.8737285137176514
test_7_val_error,0.4300698935985565
test_7_train_error,0.3268759250640869
test_8_val_error,0.628075361251831
test_8_train_error,0.8104478716850281
test_9_val_error,0.3089051842689514
test_9_train_error,0.20728552341461182
test_10_val_error,0.42758044600486755
test_10_train_error,0.3465476334095001
test_11_val_error,0.3778723478317261
test_11_train_error,0.3700408935546875
test_12_val_error,0.3739228844642639
test_12_train_error,0.004214667249470949
test_13_val_error,0.44115105271339417
test_13_train_error,0.6026184558868408
test_14_val_error,0.4470835328102112
test_14_train_error,0.14787188172340393
test_15_val_error,0.4967625141143799
test_15_train_error,0.45591238141059875
test_16_val_error,0.4419171214103699
test_16_train_error,0.22993382811546326
test_17_val_error,0.4088984727859497
test_17_train_error,0.3914801776409149
test_18_val_error,0.3944864571094513
test_18_train_error,0.17875275015830994
test_19_val_error,0.4308873414993286
test_19_train_error,0.13661301136016846
test_20_val_error,0.3767942190170288
test_20_train_error,0.024898093193769455
test_21_val_error,0.3954486846923828
test_21_train_error,0.4692922830581665
test_22_val_error,0.5854743123054504
test_22_train_error,0.7569851279258728
test_23_val_error,0.3123336434364319
test_23_train_error,0.017857199534773827
test_24_val_error,0.5114213228225708
test_24_train_error,0.65695720911026
test_25_val_error,0.4372099041938782
test_25_train_error,0.5548494458198547
test_26_val_error,0.6587717533111572
test_26_train_error,0.8108363747596741
test_27_val_error,0.3386066257953644
test_27_train_error,0.0065166219137609005
test_28_val_error,0.43391481041908264
test_28_train_error,0.04299217462539673
test_29_val_error,0.37136945128440857
test_29_train_error,0.3580676317214966
test_30_val_error,0.683098316192627
test_30_train_error,0.8760966658592224
test_31_val_error,0.3580586314201355
test_31_train_error,0.20956429839134216
test_32_val_error,0.6606143712997437
test_32_train_error,0.7748545408248901
test_33_val_error,0.45789921283721924
test_33_train_error,0.04817924275994301
test_34_val_error,0.49333280324935913
test_34_train_error,0.03804420679807663
test_35_val_error,0.5632216930389404
test_35_train_error,0.6962598562240601
test_36_val_error,0.4798344373703003
test_36_train_error,0.5410679578781128
test_37_val_error,0.5712721347808838
